9987,KRC Genk,GEN,KRC Genk,Genk,Genk,Genk,,,Genk,GENK,Genk
6269,Novara,NOV,Novara Calcio,Novara,Novara,Novara,Novara,,Novara,NOVARA,Novara
9878,Pescara,PES,Pescara Calcio,Pescara,Pescara,Pescara,Pescara,Pescara,Pescara,PESCARA,Pescara
9876,Hellas Verona,VER,Hellas Verona,Verona,Verona,Hellas Verona,Verona,Verona,Verona,HELLAS VERONA,Verona
7943,Sassuolo,SAS,US Sassuolo Calcio,Sassuolo,Sassuolo,Sassuolo,Sassuolo,Sassuolo,Sassuolo,SASSUOLO,Sassuolo
8534,Empoli,EMP,Empoli FC,Empoli,Empoli,Empoli,Empoli,Empoli,Empoli,EMPOLI,Empoli
9891,Frosinone,FRO,Frosinone,Frosinone,Frosinone,Frosinone,Frosinone,Frosinone,Frosinone,FROSINONE,Frosinone
208931,Carpi,CAP,Carpi FC 1909,Carpi,Carpi,Carpi,Carpi,Carpi,Carpi,CARPI,Carpi
8277,Vitesse,VIT,Vitesse/Agovv,Vitesse,Vitesse,Vitesse,Vitesse Arnhem,,Vitesse,VITESSE,Vitesse
8674,FC Groningen,GRO,FC Groningen,Groningen,FC Groningen,Groningen,Groningen,,Groningen,GRONINGEN,Groningen
9803,Roda JC Kerkrade,ROD,Roda JC Kerkrade,Roda,Roda JC,Roda JC Kerkrade,Roda JC,,Roda,RODA JC,Roda
8611,FC Twente,TWE,FC Twente Enschede,Twente,FC Twente,Twente,FC Twente Enschede,,Twente,TWENTE,Twente
8525,Willem II,WII,Willem II Tilburg,Willem II,Willem II,Willem II,Willem II,,Willem II,WILLEM II,Willem II
8593,Ajax,AJA,Ajax Amsterdam,Ajax,Ajax,Ajax,Ajax,,Ajax,AJAX AMSTERDAM,Ajax
8464,N.E.C.,NEC,NEC Nijmegen,NEC Nijmegen,NEC Nijmegen,Nijmegen,NEC Nijmegen,,NEC Nijmegen,NEC NIJMEGEN,Nijmegen
8526,De Graafschap,GRA,De Graafschap,De Graafschap,De Graafschap,De Graafschap,De Graafschap,,De Graafschap,DE GRAAFSCHAP,Graafschap
9908,FC Utrecht,UTR,FC Utrecht,Utrecht,FC Utrecht,Utrecht,FC Utrecht,,Utrecht,UTRECHT,Utrecht
8640,PSV,PSV,PSV Eindhoven,PSV,PSV Eindhoven,Eindhoven,PSV Eindhoven,,PSV Eindhoven,PSV EINDHOVEN,PSV
9791,Heracles Almelo,HER,Heracles Almelo,Heracles,Heracles Almelo,Heracles,Heracles Almelo,,Heracles,HERACLES,Heracles
10235,Feyenoord,FEY,Feyenoord Rotterdam,Feyenoord,Feyenoord,Feyenoord,Feyenoord,,Feyenoord,FEYENOORD,Feyenoord
8614,Sparta Rotterdam,SPA,Sparta Rotterdam,Sparta Rotterdam,Sparta Rotterdam,Sparta Rotterdam,Sparta Rotterdam,,,,Sparta Rotterdam
10217,ADO Den Haag,HAA,ADO Den Haag,ADO Den Haag,ADO Den Haag,ADO Den Haag,ADO Den Haag,,Den Haag,DEN HAAG,Den Haag
6601,FC Volendam,VOL,FC Volendam,Volendam,FC Volendam,Volendam,Volendam,,Volendam,VOLENDAM,Volendam
10228,SC Heerenveen,HEE,SC Heerenveen,Heerenveen,SC Heerenveen,Heerenveen,SC Heerenveen,,Heerenveen,HEERENVEEN,Heerenveen
10229,AZ,ALK,AZ Alkmaar,AZ Alkmaar,AZ Alkmaar,AZ Alkmaar,AZ Alkmaar,,AZ Alkmaar,AZ ALKMAAR,AZ Alkmaar
9761,NAC Breda,NAC,NAC Breda,NAC Breda,NAC Breda,NBreda,NAC Breda,,NAC Breda,NAC BREDA,Breda
10219,RKC Waalwijk,RKC,RKC Waalwijk,Waalwijk,RKC Waalwijk,RKC Waalwijk,RKC Waalwijk,,Waalwijk,RKC WAALWIJK,Waalwijk
9839,VVV-Venlo,VEN,VVV Venlo,VVV Venlo,VVV Venlo,VVV-Venlo,VVV-Venlo,,Venlo,VENLO VVV,Venlo
10218,Excelsior,EXC,SBV Excelsior,Excelsior,Excelsior Rotterdam,Excelsior,Excelsior SBV,,Excelsior,EXCELSIOR,Excelsior
6413,PEC Zwolle,ZWO,PEC Zwolle,PEC Zwolle,PEC Zwolle,Zwolle,Zwolle,,Zwolle,ZWOLLE,Zwolle
7788,SC Cambuur,CAM,Cambuur Leeuwarden,Cambuur,Cambuur Leeuwarden,Cambuur,Cambuur Leeuwaarden,,Cambuur,CAMBUUR,Cambuur
6433,Go Ahead Eagles,GAE,Go Ahead Eagles,Go Ahead Eagles,Go Ahead Eagles,Go Ahead Eagles,Go Ahead Eagles,,Go Ahead Eagles,GO AHEAD EAGLES,G.A. Eagles
6631,FC Dordrecht,DOR,FC Dordrecht,Dordrecht,FC Dordrecht,Dordrecht,Dordrecht,,Dordrecht,DORDRECHT,Dordrecht
10265,Wisła Kraków,WIS,Wisla Krakow SA,Wisla Krakow,Wisla Krakow,Wisla Krakow,Wisla Krakow,,Wisla Krakow,WISLA KRAKOW,Wisla
8031,Polonia Bytom,POB,,Polonia Bytom,Polonia Bytom,Polonia Bytom,Polonia Bytom,,,,Polonia Bytom
8020,Atmosféra Gornik Zabrze,GOR,KS Gornik Zabrze,Gornik Zabrze,Gornik Zabrze,Gornik Zabrze,Gornik Zabrze,,Gornik,GORNIK ZABRZE,Gornik Z.
1601,Ruch Chorzów,CHO,Ruch Chorzow,Ruch Chorzow,Ruch Chorzow,Ruch Chorzow,Ruch Chorzow,,Ruch Chorzow,RUCH,Ruch
8673,Legia Warszawa,LEG,Legia Warsaw,Legia Warszawa,Legia Warszawa,Legia Warszawa,Legia Warszawa,,Legia,LEGIA WARSAWA,Legia
2183,P. Warszawa,PWA,Polonia Warszawa,Polonia Warszawa,Polonia Warszaw,Polonia Warsaw,Polonia Warszawa,,,POLONIA WARSAW,Polonia Warszawa
8025,Śląsk Wrocław,SLA,Slask Wroclaw,Slask Wroclaw,Slask Wroclaw,Slask Wroclaw,Slask Wroclaw,,Slask,SLASK,Slask Wroclaw
8030,Lechia Gdańsk,LGD,Lechia Gdansk,Lechia Gdansk,Lechia Gdansk,Lechia Gdansk,Lechia Gdansk,,Lechia Gdansk,LECHIA GDANSK,Lechia Gdansk
8244,ŁKS Łódź,LOD,LKS Lodz,,,,,,,,LKS Lodz
8242,Odra Wodzisław,ODR,,,,,,,,,
2182,Lech Poznań,POZ,KKS Lech Poznan,Lech Poznan,Lech Poznan,Lech Poznan,Lech Poznan,,Lech Poznan,LECH POZNAN,Lech Poznan
8569,GKS Bełchatów,BEL,PGE Gks Belchatow,GKS Belchatow,GKS Belchatow,Belchatow,GKS Belchatow,,Belchatow,BELCHATOW,GKS Belchatow
8322,Arka Gdynia,ARK,Arka Gdynia 1929,Arka Gdynia,Arka Gdynia,Arka Gdynia,Arka Gdynia,,Arka Gdynia,ARKA,Arka Gdynia
1957,Jagiellonia Białystok,BIA,Jagiellonia Bialystok,Jagiellonia,Jagiellonia Bialystok,Jagiellonia Bialystok,Jagiellonia Bialystok,,Jagiellonia Bialystok,JAGIELLONIA,Jagiellonia
8028,Piast Gliwice,PIG,GKS Piast Gliwice,Piast Gliwice,Piast Gliwice,Piast Gliwice,Piast Gliwice,,Piast Gliwice,PIAST GLIWICE,Piast Gliwice
2186,Cracovia,CKR,KS Cracovia,Cracovia Krakow,Cracovia Krakow,Cracovia Krakow,Cracovia Krakow,,Cracovia,CRACOVIA,Cracovia
8245,Korona Kielce,KKI,Korona Kielce SA,Korona Kielce,Korona Kielce,Korona Kielce,Korona Kielce,,Korona Kielce,KORONA,Korona Kielce
8021,Zagłębie Lubin,ZAG,Zaglebie Lubin,Zaglebie Lubin,Zaglebie Lubin,Zaglebie Lubin,Zaglebie Lubin,,Zaglebie Lubin,ZAGLEBIE,Zaglebie
8024,Widzew Łódź,WID,Widzew Lodz,Widzew Lodz,,Widzew Lodz,Widzew lodz,,Widzew Lodz,WIDZEW LODZ,
8033,Podbeskidzie Bielsko-Biała,POD,Podbeskidzie Bielsko Biala,Podbeskidzie,Podbeskidzie,Podbeskidzie Bielsko-Biala,Podbeskidzie Bielsko-Biala,,Podbeskidzie,PODBESKIDZIE,Podbeskidzie
8023,Pogoń Szczecin,POG,Pogon Szczecin,Pogon Szczecin,Pogon Szczecin,Pogon Szczecin,Pogon Szczecin,,Pogon Szczecin,POGON,Pogon Szczecin
8027,Zawisza Bydgoszcz,ZAW,Zawisza Bydgoszcz,Zawisza Bydgoszcz,,Zawisza,Zawisza Bydgoszcz SA,,Zawisza Bydgoszcz,ZAWISZA,Zawisza
8019,Górnik Łęczna,LEC,Gornik Leczna,Gornik Leczna,Gornik Leczna,Gornik Leczna,Gornik Leczna,,Gornik,GORNIK LECZNA,Gornik Z.
177361,Termalica Bruk-Bet Nieciecza,TBN,Termalica B,Termalica Nieciecza,Nieciecza,Termalica Nieciecza,,,Termalica Nieciecza,TERMALICA,Termalica B-B.
9773,FC Porto,POR,FC Porto,FC Porto,FC Porto,Porto,Porto,,Porto,PORTO,FC Porto
9807,CF Os Belenenses,BEL,CF Os Belenenses,Belenenses,Belenenses,Belenenses,Belenenses,,Belenenses,BELENENSES,Belenenses
9768,Sporting CP,SCP,Sporting Lisbon,Sporting CP,Sporting CP,Sporting CP,Sporting Lisbon,,Sp.Lisbon,SPORTING LISBON,Sporting
7992,Trofense,TRO,CD Trofense,Trofense,,Trofense,Clube Desportivo Trofense,,,TROFENSE,Trofense
7844,Vitória Guimarães,GUI,Vitória de Guimarães,Guimaraes,Vitoria Guimaraes,Vitoria de Guimaraes,Vitoria Guimaraes,,Guimaraes,GUIMARAES,Guimaraes
10238,Vitória Setúbal,SET,Vitoria Setubal,Vitoria Setubal,Vitoria Setubal,Vitoria de Setubal,Vitoria Setubal,,Setubal,SETUBAL,Setubal
6403,FC Paços de Ferreira,FER,FC Pacos Ferreira,Pacos Ferreira,Pacos Ferreira,Pacos de Ferreira,Pacos de Ferreira,,Ferreira,PACOS FERREIRA,Ferreira
10264,SC Braga,BRA,SC Braga,SC Braga,Sporting Braga,Braga,Sporting Braga,,Braga,BRAGA,Braga
10213,Amadora,AMA,,,,,,,,,
10215,Académica de Coimbra,ACA,Academica de Coimbra,,Academica Coimbra,Academica Coimbra,Academica Coimbra,,,,Academica Coimbra
7841,Rio Ave FC,RA,Rio Ave FC,Rio Ave,Rio Ave,Rio Ave,Rio Ave,,Rio Ave,RIO AVE,Rio Ave
9772,SL Benfica,BEN,SL Benfica,Benfica,Benfica,Benfica,Benfica,,Benfica,BENFICA,Benfica
6421,Leixões SC,LEI,Leixoes SC,Leixoes,Leixoes,Leixoes,Leixoes,,,LEIXOES,Leixoes
10214,CD Nacional,NAC,CD Nacional,Club Nacional,Nacional CD,Nacional,CD El Nacional,,Nacional,NACIONAL,Nacional
9809,Naval 1° de Maio,NAV,,Naval,,Naval,,,,NAVAL,Naval
10212,CS Marítimo,MAR,CS Maritimo,Maritimo,Maritimo,Maritimo,Maritimo,,Maritimo,MARITIMO,Maritimo
9771,"União de Leiria, SAD",,Uniao de Leiria,Leiria,,Uniao Leiria,Uniao Leiria,,,,Leiria
2033,S.C. Olhanense,OLH,SC Olhanense,Olhanense,Olhanense,Olhanense,Olhanense SC,,Olhanense,OLHANENSE,Olhanense
9765,Portimonense,POR,Portimonense SC,Portimonense,Portimonense,Portimonense,Portimonense,,,PORTIMONENSE,Portimonense
10211,SC Beira Mar,B-M,SC Beira Mar,Beira Mar,,Beira Mar,Beira Mar,,,BEIRA MAR,
4064,Feirense,FEI,CD Feirense,Feirense,Feirense,Feirense,Feirense,,Feirense,FEIRENSE,Feirense
9764,Gil Vicente FC,GV,Gil Vicente FC,Gil Vicente,Gil Vicente,Gil Vicente,Gil Vicente,,Gil Vicente,GIL VICENTE,Gil Vicente
8348,Moreirense FC,MOR,Moreirense FC,Moreirense,Moreirense,Moreirense,Moreirense,,Moreirense,MOREIRENSE,Moreirense
7842,Estoril Praia,EST,GD Estoril Praia,Estoril,Estoril,Estoril,Estoril,,Estoril,ESTORIL,Estoril
158085,FC Arouca,ARO,FC Arouca,Arouca,Arouca,Arouca,FC Arouca,,Arouca,AROUCA,Arouca
6547,FC Penafiel,PEN,FC Penafiel,Penafiel,Penafiel,Penafiel,Penafiel,,Penafiel,PENAFIEL,Penafiel
8613,Boavista FC,BOA,Boavista FC,Boavista,Boavista,Boavista,Boavista,,Boavista,BOAVISTA,Boavista
6367,Uniao da Madeira,MAD,CF Uniao,Uniao Madeira,Uniao Madeira,Uniao Madeira,CF Uniao Madeira,,Uniao Madeira,MADEIRA,U. Madeira
188163,Tondela,TON,CD Tondela,Tondela,Tondela,Tondela,CD Tondela,,Tondela,TONDELA,Tondela
8596,Falkirk,FAL,Falkirk FC,Falkirk,Falkirk,Falkirk,Falkirk,,,FALKIRK,Falkirk
8548,Rangers,RAN,,,,,,,,,Rangers
9860,Heart of Midlothian,HEA,Heart of Midlothian,Heart Of Midlothian,Heart of Midlothian,,,,Hearts,HEARTS,Hearts
9927,Motherwell,MOT,Motherwell FC,Motherwell,Motherwell,Motherwell,Motherwell,,Motherwell,MOTHERWELL,Motherwell
8597,Kilmarnock,KIL,Kilmarnock,Kilmarnock,Kilmarnock,Kilmarnock,Kilmarnock,,Kilmarnock,KILMARNOCK,Kilmarnock
10251,Hibernian,HIB,Hibernian Edinburgh,Hibernian,Hibernian,Hibernian,Hibernian,,Hibernian,HIBERNIAN,Hibernian
8485,Aberdeen,ABE,FC Aberdeen,Aberdeen,Aberdeen,Aberdeen,Aberdeen,,Aberdeen,ABERDEEN,Aberdeen
8066,Inverness Caledonian Thistle,INV,Inverness Caledonian Thistle,Inverness CT,Inverness CT,Inverness,Inverness,,Inverness,INVERNESS,Inverness
9925,Celtic,CEL,Celtic Glasgow,Celtic,Celtic,Celtic,,,Celtic,CELTIC GLASGOW,Celtic
9800,St. Mirren,MIR,FC St Mirren,St Mirren,St. Mirren,St Mirren,Saint Mirren,,St. Mirren,ST MIRREN,St. Mirren
8429,Hamilton Academical FC,HAM,Hamilton Academical,Hamilton Academical,Hamilton Academical,Hamilton Academical,Hamilton Academical,,Hamilton,HAMILTON,Hamilton
9938,Dundee United,DUU,Dundee United,Dundee Utd,Dundee United,Dundee United,Dundee,,Dundee U.,DUNDEE UNITED,Dundee Utd
8467,St. Johnstone FC,JOH,St Johnstone,St Johnstone,St. Johnstone,Dunston,Saint Johnstone,,St.Johnstone,ST JOHNSTONE,St Johnstone
8457,Dunfermline Athletic,DUN,Dunfermline,Dunfermline,Dunfermline Athletic,Dunfermline Athletic,Dunfermline Athletic,,,DUNFERMLINE,Dunfermline
8284,Dundee FC,DUF,Dundee FC,Dundee,Dundee FC,Dundee,Dundee,,Dundee FC,FC DUNDEE,Dundee FC
8649,Ross County FC,ROS,Ross County FC,Ross County,Ross County,Ross County,Ross County,,Ross County,ROSS COUNTY,Ross County
8426,Partick Thistle F.C.,PAR,Partick Thistle,Partick,Partick Thistle,Partick Thistle,Partick Thistle,,Partick T.,PARTICK THISTLE,
10267,Valencia CF,VAL,Valencia CF,Valencia,Valencia,Valencia,Valencia,Valencia,Valencia,VALENCIA,Valencia
8661,RCD Mallorca,MAL,RCD Mallorca,Mallorca,Mallorca,Mallorca,Mallorca,,Mallorca,MALLORCA,Mallorca
8371,CA Osasuna,OSA,CA Osasuna,Osasuna,Osasuna,Osasuna,Osasuna,Osasuna,Osasuna,OSASUNA,Osasuna
10205,Villarreal CF,VIL,CF Villarreal,Villarreal,Villarreal,Villarreal,Villarreal,Villarreal,Villarreal,VILLARREAL,Villarreal
9783,RC Deportivo de La Coruña,COR,Deportivo La Coruna,Deportivo La Coruna,Deportivo La Coruna,Deportivo La Coruna,Deportivo La Coruna,Deportivo,Dep La Coruna,DEP. LA CORUNA,Dep. La Coruna
8633,Real Madrid CF,REA,Real Madrid,Real Madrid,Real Madrid,Real Madrid,Real Madrid,Real Madrid,Real Madrid,REAL MADRID,Real Madrid
8388,CD Numancia,NUM,Numancia CD,Numancia,Numancia,Numancia,Numancia,,Numancia,NUMANCIA,Numancia
8634,FC Barcelona,BAR,FC Barcelona,Barcelona,Barcelona,Barcelona,Barcelona,Barcelona,Barcelona,BARCELONA,Barcelona
8696,Racing Santander,SAN,Racing Santander,Racing Santander,Racing Santander,Racing Santander,Racing Santander,,Santander,RACING SANTANDER,Santander
8302,Sevilla FC,SEV,FC Sevilla,Sevilla,Sevilla,Sevilla,Sevilla,Sevilla,Sevilla,SEVILLA,Sevilla
9869,Real Sporting de Gijón,SPG,Sporting Gijon,Sporting Gijon,Sporting Gijon,Sporting Gijon,Sporting Gijon,Gijon,Gijon,GIJON,Gijon
8305,Getafe CF,GET,Getafe CF,Getafe,Getafe,Getafe,Getafe,Getafe,Getafe,GETAFE,Getafe
8603,Real Betis Balompié,BET,Real Betis,Betis,Real Betis,Real Betis,Real Betis,Real Betis,Betis,BETIS,Betis
8479,RC Recreativo,HUE,Recreativo Huelva,Recreativo Huelva,Recreativo Huelva,Recreativo Huelva,Recreativo Huelva,,Huelva,HUELVA,Recreativo Huelva
8558,RCD Espanyol,ESP,RCD Espanyol Barcelona,Espanyol,Espanyol,Espanyol,RCD Espanyol,Espanyol,Espanyol,ESPANYOL,Espanyol
10281,Real Valladolid,VAL,Real Valladolid,Valladolid,Real Valladolid,Valladolid,,Real Valladolid,Valladolid,VALLADOLID,Valladolid
8315,Athletic Club de Bilbao,BIL,Athletic Bilbao,Athletic Club B,Athletic Bilbao,Athletic Bilbao,Athletic Bilbao,Athletic Bilbao,Ath.Bilbao,ATHLETIC BILBAO,Ath Bilbao
9865,UD Almería,ALM,UD Almeria,Almeria,Almeria,Almeria,Almeria,Almeria,Almeria,ALMERIA,Almeria
9906,Atlético Madrid,AMA,Atletico Madrid,Atletico Madrid,Atletico Madrid,Atletico Madrid,Atletico Madrid,Atletico Madrid,Atl.Madrid,ATLETICO MADRID,Atl. Madrid
9864,Málaga CF,MAL,Malaga CF,Malaga,Malaga,Malaga,Malaga,Malaga,Malaga,MALAGA,Malaga
9868,Xerez Club Deportivo,XER,,,,,,,,,
8394,Real Zaragoza,ZAR,Real Zaragoza,Zaragoza,Real Zaragoza,Zaragoza,Real Zaragoza,,Zaragoza,ZARAGOZA,Zaragoza
9867,CD Tenerife,TEN,Tenerife CD,Tenerife,Tenerife,Tenerife,Tenerife,,Tenerife,TENERIFE,Tenerife
10278,Hércules Club de Fútbol,HER,Hercules CF,Hercules,Hercules,Hercules,Hercules FC,,Hercules,HERCULES,Hercules
8581,Levante UD,LEV,UD Levante,Levante,Levante,Levante,Levante,Levante,Levante,LEVANTE,Levante
8560,Real Sociedad,SOC,Real Sociedad,Real Sociedad,Real Sociedad,Real Sociedad,Real Sociedad,Real Sociedad,R.Sociedad,REAL SOCIEDAD,Real Sociedad
7878,Granada CF,GRA,Granada CF,Granada CF,Granada,Granada,Granada CF,Granada,Granada,GRANADA,Granada CF
8370,Rayo Vallecano,RAY,Rayo Vallecano,Rayo Vallecano,Rayo Vallecano,Rayo Vallecano,Rayo Vallecano,Rayo Vallecano,Rayo Vallecano,RAYO VALLECANO,Rayo Vallecano
9910,RC Celta de Vigo,CEL,RC Celta De Vigo,Celta Vigo,Celta de Vigo,Celta Vigo,Celta Vigo,Celta,Celta Vigo,CELTA VIGO,Celta Vigo
10268,Elche CF,ELC,Elche CF,Elche,Elche,Elche,Elche,Elche,Elche,ELCHE,Elche
8372,SD Eibar,EIB,SD Eibar,Eibar,Eibar,Eibar,Eibar,Eibar,Eibar,EIBAR,Eibar
7869,Córdoba CF,COR,CF Cordoba,Cordoba,Cordoba,Cordoba,Cordoba,Cordoba,Cordoba,CORDOBA,Cordoba
8306,UD Las Palmas,LAS,Union Deportiva Las Palmas,Las Palmas,Las Palmas,Las Palmas,Las Palmas,Las Palmas,Las Palmas,LAS PALMAS,Las Palmas
9956,Grasshopper Club Zürich,GRA,Grasshopper Club Zürich,Grasshopper-Club,Grasshoppers,Grasshoppers,Grasshopper,,Grasshoppers,GRASSHOPPERS,Grasshoppers
6493,AC Bellinzona,BEL,AC Bellinzona,AC Bellinzona,,Bellinzona,,,,BELLINZONA,Bellinzona
10192,BSC Young Boys,YB,Young Boys Bern,BSC Young Boys,Young Boys,Young Boys,Young Boys,,Young Boys,YOUNG BOYS,Young Boys
9931,FC Basel,BAS,FC Basel,FC Basel 1893,Basel,Basel,Basel,,Basel,BASEL,Basel
9930,FC Aarau,AAR,FC Aarau,FC Aarau,Aarau,Aarau,Aarau,,Aarau,AARAU,Aarau
10179,FC Sion,SIO,FC Sion,FC Sion,Sion,Sion,FC Sion,,Sion,SION,Sion
10199,FC Luzern,LUZ,FC Luzern,FC Luzern,Luzern,Luzern,Luzern,,Luzern,LUZERN,Luzern
9824,FC Vaduz,VAD,FC Vaduz,FC Vaduz,Vaduz,Vaduz,Vaduz,,Vaduz,VADUZ,Vaduz
7955,Neuchâtel Xamax,XAM,Neuchatel Xamax FC,Neuchatel Xamax FC,Neuchatel Xamax,Xamax,Neuchatel Xamax,,,XAMAX,Xamax
10243,FC Zürich,ZUR,FC Zürich,FC Zurich,Zurich,Zurich,FC Zurich,,FC Zurich,ZURICH,Zurich
10190,FC St. Gallen,GAL,FC St. Gallen,FC St. Gallen,St. Gallen,St.Gallen,St. Gallen,,St.Gallen,ST GALLEN,St. Gallen
10191,FC Thun,THU,FC Thun,FC Thun,Thun,Thun,Thun,,Thun,THUN,Thun
9777,Servette FC,SER,Servette Geneva FC,Servette FC,Servette,Servette,Servette,,,SERVETTE,Servette Geneve FC
7730,FC Lausanne-Sports,LAU,FC Lausanne,FC Lausanne-Sport,Lausanne Sport,Lausanne,Lausanne Sports,,Lausanne,LAUSANNE,Lausanne
7896,Lugano,LUG,FC Lugano,FC Lugano,Lugano,Lugano,Lugano,,,LUGANO,Lugano
8989,RB Leipzig,RBL,RB Leipzig,RB Leipzig,RB Leipzig,RB Leipzig,RB Leipzig,RB Leipzig,RB Leipzig,RB LEIPZIG,RB Leipzig
